UNITID,NPT41_PUB,NPT41_PRIV,NPT41_PROG,NPT41_OTHER,COSTT4_A,COSTT4_P,UGDS
224660,NULL,19989,NULL,NULL,NULL,25633,651
224679,NULL,20317,NULL,NULL,NULL,23561,815
224758,NULL,9605,NULL,NULL,NULL,13836,58
224776,NULL,25575,NULL,NULL,31013,NULL,1408
224828,NULL,9378,NULL,NULL,NULL,14187,60
224891,5483,NULL,NULL,NULL,11024,NULL,567
224961,2772,NULL,NULL,NULL,8025,NULL,1858
225070,8517,NULL,NULL,NULL,14438,NULL,3967
225201,NULL,15283,NULL,NULL,NULL,19102,713
225247,NULL,18931,NULL,NULL,32001,NULL,1690
225308,6215,NULL,NULL,NULL,11924,NULL,4958
225371,7256,NULL,NULL,NULL,13463,NULL,3580
225399,NULL,19459,NULL,NULL,36095,NULL,2165
225414,NULL,NULL,NULL,NULL,NULL,NULL,4691
225423,8191,NULL,NULL,NULL,13488,NULL,57742
225432,9772,NULL,NULL,NULL,18879,NULL,13297
225502,7557,NULL,NULL,NULL,17508,NULL,2879
225511,9643,NULL,NULL,NULL,22215,NULL,30357
225520,6256,NULL,NULL,NULL,11349,NULL,4044
225548,NULL,14845,NULL,NULL,32861,NULL,1059
225575,NULL,15993,NULL,NULL,25894,NULL,924
225627,NULL,17449,NULL,NULL,34487,NULL,6346
225779,NULL,17476,NULL,NULL,NULL,20907,196
225788,NULL,8270,NULL,NULL,NULL,16633,195
225849,NULL,23116,NULL,NULL,27612,NULL,612
225858,NULL,20516,NULL,NULL,26525,NULL,609
225876,NULL,4520,NULL,NULL,13572,NULL,296
225885,NULL,14847,NULL,NULL,22395,NULL,578
225991,NULL,18997,NULL,NULL,24478,NULL,153
226019,4476,NULL,NULL,NULL,9809,NULL,5764
226091,14576,NULL,NULL,NULL,21142,NULL,9175
226107,2980,NULL,NULL,NULL,8118,NULL,1938
226116,8640,NULL,NULL,NULL,14715,NULL,1811
226125,NULL,4495,NULL,NULL,NULL,8915,283
226134,4169,NULL,NULL,NULL,9558,NULL,8048
226152,4728,NULL,NULL,NULL,15272,NULL,6560
226204,6413,NULL,NULL,NULL,11869,NULL,5775
226231,NULL,15696,NULL,NULL,37031,NULL,2173
226277,NULL,16877,NULL,NULL,NULL,22168,867
226374,NULL,11184,NULL,NULL,NULL,16419,49
226383,NULL,16257,NULL,NULL,28493,NULL,1466
226408,7186,NULL,NULL,NULL,12693,NULL,4188
226471,NULL,19980,NULL,NULL,35000,NULL,3006
226578,6849,NULL,NULL,NULL,13062,NULL,7302
226587,NULL,15575,NULL,NULL,34650,NULL,1157
226675,NULL,NULL,NULL,NULL,NULL,NULL,310
226772,NULL,5399,NULL,NULL,NULL,9844,58
226806,6556,NULL,NULL,NULL,11318,NULL,3406
226833,6078,NULL,NULL,NULL,15704,NULL,5192
226860,NULL,7102,NULL,NULL,NULL,11322,53
226879,NULL,19774,NULL,NULL,26394,NULL,201
226903,NULL,26905,NULL,NULL,NULL,30001,316
226930,6663,NULL,NULL,NULL,11832,NULL,7419
227003,NULL,21600,NULL,NULL,NULL,27295,493
227058,NULL,11963,NULL,NULL,NULL,14243,108
227146,8169,NULL,NULL,NULL,13668,NULL,10256
227155,NULL,3632,NULL,NULL,NULL,9732,51
227182,5442,NULL,NULL,NULL,10231,NULL,56288
227191,6233,NULL,NULL,NULL,11528,NULL,9319
227216,2551,NULL,NULL,NULL,18593,NULL,31243
227225,5644,NULL,NULL,NULL,11979,NULL,3020
227243,NULL,9683,NULL,NULL,31642,NULL,645
227289,NULL,NULL,NULL,NULL,NULL,NULL,NULL
227298,NULL,22273,NULL,NULL,NULL,28288,360
227304,3603,NULL,NULL,NULL,10250,NULL,3781
227313,NULL,15995,NULL,NULL,NULL,19773,212
227322,NULL,16339,NULL,NULL,NULL,19933,223
227331,NULL,14512,NULL,NULL,33227,NULL,1509
227368,1117,NULL,NULL,NULL,11601,NULL,17200
227377,7078,NULL,NULL,NULL,13651,NULL,10379
227386,7675,NULL,NULL,NULL,12191,NULL,2699
227401,5857,NULL,NULL,NULL,11567,NULL,3964
227429,NULL,13197,NULL,NULL,21418,NULL,243
227526,7829,NULL,NULL,NULL,16782,NULL,6731
227687,5176,NULL,NULL,NULL,11069,NULL,1738
227748,NULL,24437,NULL,NULL,28413,NULL,251
227757,NULL,7799,NULL,NULL,52242,NULL,3920
227766,6988,NULL,NULL,NULL,12325,NULL,15979
227836,NULL,20449,NULL,NULL,NULL,24175,538
227845,NULL,14963,NULL,NULL,43046,NULL,4077
227854,4077,NULL,NULL,NULL,9615,NULL,7898
227863,NULL,16940,NULL,NULL,37271,NULL,1529
227881,11096,NULL,NULL,NULL,19173,NULL,16255
227924,3928,NULL,NULL,NULL,9314,NULL,19524
227979,6554,NULL,NULL,NULL,11890,NULL,24775
228042,NULL,15928,NULL,NULL,33631,NULL,1051
228088,NULL,11864,NULL,NULL,NULL,17377,48
228149,NULL,16667,NULL,NULL,35160,NULL,2390
228158,2609,NULL,NULL,NULL,7602,NULL,7765
228185,NULL,2817,NULL,NULL,NULL,8193,42
228194,NULL,NULL,NULL,NULL,NULL,NULL,NULL
228200,NULL,27687,NULL,NULL,NULL,30722,316
228219,NULL,25795,NULL,NULL,NULL,30545,351
228246,NULL,19647,NULL,NULL,57947,NULL,6295
228282,NULL,17297,NULL,NULL,NULL,22793,230
228291,NULL,32974,NULL,NULL,NULL,36226,10
228316,6284,NULL,NULL,NULL,12070,NULL,3872
228325,NULL,20089,NULL,NULL,29652,NULL,1669
228343,NULL,14871,NULL,NULL,46789,NULL,1528
228431,16427,NULL,NULL,NULL,21909,NULL,10715
228459,9859,NULL,NULL,NULL,19721,NULL,31005
228468,NULL,15540,NULL,NULL,27907,NULL,715
228486,NULL,5861,NULL,NULL,14566,NULL,169
228501,9121,NULL,NULL,NULL,17254,NULL,2000
228529,12247,NULL,NULL,NULL,17709,NULL,11328
228547,5767,NULL,NULL,NULL,10167,NULL,43464
228608,6293,NULL,NULL,NULL,11148,NULL,5292
228635,NULL,NULL,NULL,NULL,NULL,NULL,10
228644,NULL,NULL,NULL,NULL,NULL,NULL,793
228653,NULL,NULL,NULL,NULL,NULL,NULL,725
228680,6873,NULL,NULL,NULL,12181,NULL,3699
228699,8392,NULL,NULL,NULL,13304,NULL,2884
228705,8244,NULL,NULL,NULL,19721,NULL,9400
228723,3174,NULL,NULL,NULL,20819,NULL,43931
228769,11240,NULL,NULL,NULL,21420,NULL,25415
228778,7667,NULL,NULL,NULL,25176,NULL,39323
228787,8801,NULL,NULL,NULL,22381,NULL,13042
228796,5303,NULL,NULL,NULL,15272,NULL,19527
228802,7113,NULL,NULL,NULL,19366,NULL,5338
228866,NULL,NULL,NULL,NULL,NULL,NULL,NULL
228875,NULL,18556,NULL,NULL,48189,NULL,8597
228884,NULL,16407,NULL,NULL,20765,NULL,945
228909,NULL,NULL,NULL,NULL,NULL,NULL,NULL
228981,NULL,15108,NULL,NULL,35480,NULL,1295
229018,5866,NULL,NULL,NULL,14292,NULL,2947
229027,8242,NULL,NULL,NULL,18936,NULL,23840
229036,NULL,21449,NULL,NULL,NULL,25625,418
229063,18277,NULL,NULL,NULL,22311,NULL,6288
229115,9468,NULL,NULL,NULL,20900,NULL,26809
229151,NULL,13817,NULL,NULL,NULL,16287,55
229160,NULL,17293,NULL,NULL,30696,NULL,1719
229179,6975,NULL,NULL,NULL,16345,NULL,9220
229267,NULL,15376,NULL,NULL,46274,NULL,2127
229300,NULL,NULL,NULL,NULL,NULL,NULL,701
229319,9474,NULL,NULL,NULL,15157,NULL,3241
229328,17042,NULL,NULL,NULL,19141,NULL,930
229337,NULL,NULL,NULL,NULL,NULL,NULL,1346
229355,7030,NULL,NULL,NULL,12655,NULL,11308
229416,NULL,16686,NULL,NULL,NULL,22160,2097
229425,NULL,11533,NULL,NULL,NULL,16183,173
229504,4472,NULL,NULL,NULL,10820,NULL,2586
229522,NULL,8007,NULL,NULL,NULL,10769,26
229540,7072,NULL,NULL,NULL,11745,NULL,4176
229656,NULL,9952,NULL,NULL,NULL,14304,232
229780,NULL,11859,NULL,NULL,21543,NULL,4246
229799,5620,NULL,NULL,NULL,11157,NULL,5549
229814,7426,NULL,NULL,NULL,17553,NULL,6890
229832,3439,NULL,NULL,NULL,10213,NULL,675
229841,2882,NULL,NULL,NULL,8520,NULL,6164
229887,NULL,15264,NULL,NULL,20096,NULL,1388
229957,NULL,9846,NULL,NULL,NULL,13499,156
230010,1320,NULL,NULL,NULL,NULL,5550,593
230038,NULL,9848,NULL,NULL,17174,NULL,27765
230047,NULL,8239,NULL,NULL,14544,NULL,2664
230056,NULL,22185,NULL,NULL,28799,NULL,221
230065,NULL,19396,NULL,NULL,NULL,23381,228
230135,NULL,8779,NULL,NULL,NULL,13779,79
230144,NULL,8875,NULL,NULL,NULL,14008,56
230162,116,NULL,NULL,NULL,NULL,5416,1557
230171,14350,NULL,NULL,NULL,19421,NULL,7305
230199,NULL,5161,NULL,NULL,NULL,10143,33
230205,NULL,7388,NULL,NULL,NULL,11281,50
230214,NULL,15398,NULL,NULL,NULL,19270,265
230366,NULL,19296,NULL,NULL,23998,NULL,284
230384,NULL,23527,NULL,NULL,27563,NULL,471
230418,NULL,10291,NULL,NULL,13688,NULL,1992
230472,NULL,19473,NULL,NULL,24315,NULL,404
230490,8157,NULL,NULL,NULL,NULL,13273,1908
230597,8896,NULL,NULL,NULL,12410,NULL,3051
230603,12314,NULL,NULL,NULL,18042,NULL,5620
230621,NULL,20008,NULL,NULL,22107,NULL,320
230630,NULL,20954,NULL,NULL,26204,NULL,351
230676,4478,NULL,NULL,NULL,NULL,7378,492
230728,9895,NULL,NULL,NULL,16020,NULL,20775
230737,8211,NULL,NULL,NULL,14213,NULL,24243
230746,7122,NULL,NULL,NULL,11192,NULL,24494
230764,12299,NULL,NULL,NULL,19048,NULL,23273
230782,8248,NULL,NULL,NULL,13204,NULL,17314
230807,NULL,19062,NULL,NULL,37990,NULL,2260
230816,NULL,23495,NULL,NULL,60556,NULL,613
230825,NULL,20754,NULL,NULL,33685,NULL,199
230834,13473,NULL,NULL,NULL,20799,NULL,2022
230852,NULL,25184,NULL,NULL,44636,NULL,2851
230861,8775,NULL,NULL,NULL,14004,NULL,4401
230889,NULL,21788,NULL,NULL,27188,NULL,201
230898,NULL,14500,NULL,NULL,44446,NULL,578
230913,11231,NULL,NULL,NULL,20404,NULL,1433
230931,10833,NULL,NULL,NULL,19178,NULL,1363
230940,NULL,21741,NULL,NULL,50770,NULL,230
230959,NULL,7357,NULL,NULL,59200,NULL,2466
230977,NULL,21100,NULL,NULL,NULL,29270,425
230995,NULL,20547,NULL,NULL,47341,NULL,2432
231004,NULL,8823,NULL,NULL,NULL,15884,80
231059,NULL,17036,NULL,NULL,48894,NULL,1941
231068,NULL,NULL,NULL,NULL,NULL,NULL,NULL
231077,NULL,14966,NULL,NULL,33200,NULL,158
231086,NULL,16299,NULL,NULL,33229,NULL,470
231095,NULL,17788,NULL,NULL,40202,NULL,114
231147,NULL,NULL,NULL,NULL,NULL,NULL,NULL
231165,14557,NULL,NULL,NULL,22937,NULL,1361
231174,10994,NULL,NULL,NULL,27788,NULL,9970
231280,NULL,12542,NULL,NULL,NULL,15863,108
231411,NULL,18350,NULL,NULL,23908,NULL,824
231420,NULL,17174,NULL,NULL,36240,NULL,870
231536,7189,NULL,NULL,NULL,12233,NULL,3524
231554,NULL,18257,NULL,NULL,33668,NULL,821
231581,NULL,15471,NULL,NULL,41180,NULL,1822
231624,20724,NULL,NULL,NULL,25938,NULL,6235
231651,NULL,16635,NULL,NULL,26825,NULL,2286
231688,5337,NULL,NULL,NULL,NULL,8537,50
231697,4111,NULL,NULL,NULL,9586,NULL,2851
231712,14675,NULL,NULL,NULL,24696,NULL,5083
231721,NULL,21015,NULL,NULL,NULL,23790,48
231785,NULL,14225,NULL,NULL,20490,NULL,728
231828,NULL,15726,NULL,NULL,21052,NULL,906
231837,NULL,20717,NULL,NULL,31688,NULL,810
231873,2326,NULL,NULL,NULL,8714,NULL,787
231882,5399,NULL,NULL,NULL,10712,NULL,2493
231970,NULL,NULL,NULL,NULL,NULL,NULL,NULL
232016,NULL,26992,NULL,NULL,31740,NULL,477
232025,NULL,13862,NULL,NULL,40866,NULL,907
232043,NULL,18325,NULL,NULL,38009,NULL,1148
232052,5346,NULL,NULL,NULL,10029,NULL,652
232089,NULL,13567,NULL,NULL,38620,NULL,1506
232186,13249,NULL,NULL,NULL,22332,NULL,21324
232195,5502,NULL,NULL,NULL,10402,NULL,5770
232256,NULL,18361,NULL,NULL,49139,NULL,1070
232265,NULL,20841,NULL,NULL,32358,NULL,3529
232308,NULL,16495,NULL,NULL,46049,NULL,568
232414,6137,NULL,NULL,NULL,11262,NULL,10727
232423,10480,NULL,NULL,NULL,21980,NULL,18127
232450,5234,NULL,NULL,NULL,10469,NULL,6402
232502,NULL,18498,NULL,NULL,23730,NULL,525
232557,NULL,23347,NULL,NULL,31344,NULL,47079
232566,11853,NULL,NULL,NULL,23707,NULL,4357
232575,5645,NULL,NULL,NULL,10732,NULL,4666
232609,NULL,20451,NULL,NULL,41818,NULL,2140
232618,NULL,NULL,NULL,NULL,NULL,NULL,144
232672,NULL,16641,NULL,NULL,39432,NULL,1307
232681,12720,NULL,NULL,NULL,21862,NULL,4303
232706,NULL,19828,NULL,NULL,36832,NULL,2371
232724,NULL,NULL,NULL,NULL,NULL,NULL,23
232788,4447,NULL,NULL,NULL,9755,NULL,1899
232797,NULL,19809,NULL,NULL,25557,NULL,1804
232867,4922,NULL,NULL,NULL,10190,NULL,2885
232885,NULL,NULL,NULL,NULL,NULL,NULL,285
232919,NULL,22227,NULL,NULL,27312,NULL,310
232937,10139,NULL,NULL,NULL,18837,NULL,5955
232946,8037,NULL,NULL,NULL,13571,NULL,44592
232982,9852,NULL,NULL,NULL,20531,NULL,19483
233019,5207,NULL,NULL,NULL,10517,NULL,2325
233037,4691,NULL,NULL,NULL,10323,NULL,892
233082,NULL,NULL,NULL,NULL,NULL,NULL,63
233091,NULL,18389,NULL,NULL,23379,NULL,472
233116,6478,NULL,NULL,NULL,11349,NULL,3813
233277,9789,NULL,NULL,NULL,19987,NULL,8866
233286,NULL,12489,NULL,NULL,NULL,17521,80
233295,NULL,19950,NULL,NULL,45842,NULL,1294
233301,NULL,18847,NULL,NULL,44330,NULL,651
233310,4204,NULL,NULL,NULL,9764,NULL,1604
233329,NULL,40973,NULL,NULL,43594,NULL,291
233338,8252,NULL,NULL,NULL,13460,NULL,1078
233356,NULL,NULL,NULL,NULL,22508,NULL,408
233374,NULL,8599,NULL,NULL,55980,NULL,3107
233408,NULL,NULL,NULL,NULL,NULL,NULL,305
233426,NULL,19681,NULL,NULL,48559,NULL,1980
233480,NULL,NULL,NULL,NULL,NULL,NULL,28
233541,NULL,21930,NULL,NULL,41369,NULL,1859
233611,NULL,17747,NULL,NULL,30068,NULL,658
233639,7585,NULL,NULL,NULL,12627,NULL,2773
233648,6361,NULL,NULL,NULL,12328,NULL,1794
233657,NULL,8885,NULL,NULL,NULL,15439,79
233666,NULL,11056,NULL,NULL,NULL,14898,32
233684,NULL,28213,NULL,NULL,32554,NULL,4837
233718,NULL,21047,NULL,NULL,46966,NULL,599
233754,6651,NULL,NULL,NULL,11603,NULL,9097
233772,4962,NULL,NULL,NULL,10521,NULL,25981
233842,NULL,NULL,NULL,NULL,NULL,NULL,NULL
233897,6583,NULL,NULL,NULL,18365,NULL,1585
233903,4790,NULL,NULL,NULL,10694,NULL,1689
233912,NULL,20066,NULL,NULL,39429,NULL,352
233921,13075,NULL,NULL,NULL,25513,NULL,23928
233949,6252,NULL,NULL,NULL,11110,NULL,5505
234030,11544,NULL,NULL,NULL,25291,NULL,22049
234076,6591,NULL,NULL,NULL,25255,NULL,15020
234085,5571,NULL,NULL,NULL,24643,NULL,1675
234119,NULL,7460,NULL,NULL,NULL,12563,89
234137,NULL,15373,NULL,NULL,22538,NULL,493
234155,11936,NULL,NULL,NULL,20075,NULL,5023
234164,NULL,17922,NULL,NULL,26885,NULL,1359
234173,NULL,19840,NULL,NULL,41010,NULL,1436
234191,NULL,13815,NULL,NULL,NULL,17103,152
234207,NULL,5586,NULL,NULL,56616,NULL,1846
234216,NULL,NULL,NULL,NULL,NULL,NULL,231
234225,2263,NULL,NULL,NULL,NULL,8261,81
234359,21766,NULL,NULL,NULL,NULL,25354,164
234377,1449,NULL,NULL,NULL,6798,NULL,2076
234401,NULL,13589,NULL,NULL,NULL,17178,77
234492,NULL,25843,NULL,NULL,32304,NULL,1573
234650,NULL,12351,NULL,NULL,NULL,16091,100
234669,6345,NULL,NULL,NULL,12716,NULL,5684
234696,2881,NULL,NULL,NULL,11103,NULL,720
234711,4946,NULL,NULL,NULL,12922,NULL,1530
234739,NULL,20650,NULL,NULL,25662,NULL,273
234784,NULL,21312,NULL,NULL,NULL,27251,444
234827,8866,NULL,NULL,NULL,21401,NULL,9958
234845,4623,NULL,NULL,NULL,12789,NULL,1632
234915,NULL,31717,NULL,NULL,33268,NULL,1162
234924,NULL,10672,NULL,NULL,NULL,16214,128
234933,5772,NULL,NULL,NULL,12319,NULL,9907
234951,4415,NULL,NULL,NULL,11423,NULL,1633
234979,6893,NULL,NULL,NULL,13262,NULL,5146
235024,NULL,31163,NULL,NULL,45406,NULL,775
235088,NULL,30711,NULL,NULL,NULL,34595,234
235097,7605,NULL,NULL,NULL,19831,NULL,11672
235103,5859,NULL,NULL,NULL,13066,NULL,4589
235149,6169,NULL,NULL,NULL,13067,NULL,4612
235158,NULL,15552,NULL,NULL,NULL,18049,109
235167,8687,NULL,NULL,NULL,21433,NULL,4017
235237,5976,NULL,NULL,NULL,12178,NULL,4407
235307,NULL,12006,NULL,NULL,NULL,14575,153
235316,NULL,21095,NULL,NULL,46475,NULL,4830
235334,5286,NULL,NULL,NULL,12513,NULL,1061
235343,6451,NULL,NULL,NULL,13465,NULL,5191
235352,NULL,15150,NULL,NULL,NULL,18386,65
235422,NULL,9263,NULL,NULL,25933,NULL,842
235431,5843,NULL,NULL,NULL,13012,NULL,3107
235495,NULL,9110,NULL,NULL,NULL,15582,49
235501,NULL,15371,NULL,NULL,NULL,19108,266
235510,NULL,23484,NULL,NULL,27385,NULL,444
235529,NULL,22987,NULL,NULL,28214,NULL,297
235547,NULL,NULL,NULL,NULL,NULL,NULL,216
235583,NULL,11130,NULL,NULL,NULL,18189,230
235671,7012,NULL,NULL,NULL,13045,NULL,1091
235699,6211,NULL,NULL,NULL,12394,NULL,2227
235750,5491,NULL,NULL,NULL,11873,NULL,1405
235769,NULL,10385,NULL,NULL,31957,NULL,192
235954,NULL,5480,NULL,NULL,NULL,11030,24
236018,NULL,5603,NULL,NULL,NULL,11153,121
236027,NULL,9436,NULL,NULL,NULL,12833,160
236072,2398,NULL,NULL,NULL,11124,NULL,2752
236133,NULL,14831,NULL,NULL,34608,NULL,1354
236188,5143,NULL,NULL,NULL,10989,NULL,4900
236212,NULL,14315,NULL,NULL,NULL,17824,774
236230,NULL,17051,NULL,NULL,45299,NULL,3062
236258,6180,NULL,NULL,NULL,12027,NULL,1378
236328,NULL,22973,NULL,NULL,53785,NULL,2542
236382,6223,NULL,NULL,NULL,12556,NULL,1281
236452,NULL,12911,NULL,NULL,40458,NULL,1299
236504,5231,NULL,NULL,NULL,12580,NULL,2002
236513,4839,NULL,NULL,NULL,12324,NULL,3116
236531,NULL,19109,NULL,NULL,NULL,24078,174
236577,NULL,17532,NULL,NULL,45125,NULL,3354
236595,NULL,27019,NULL,NULL,50610,NULL,4595
236610,6896,NULL,NULL,NULL,12969,NULL,2927
236638,7656,NULL,NULL,NULL,13708,NULL,2768
236656,6118,NULL,NULL,NULL,12214,NULL,3284
236692,4618,NULL,NULL,NULL,11404,NULL,4858
236708,5968,NULL,NULL,NULL,12334,NULL,4565
236744,NULL,7984,NULL,NULL,NULL,12377,102
236753,4819,NULL,NULL,NULL,11743,NULL,5262
236887,5444,NULL,NULL,NULL,11921,NULL,2715
236896,NULL,19231,NULL,NULL,34747,NULL,1646
236939,10232,NULL,NULL,NULL,26292,NULL,22825
236948,6220,NULL,NULL,NULL,24606,NULL,28754
236975,5518,NULL,NULL,NULL,12316,NULL,2700
236993,NULL,20944,NULL,NULL,25617,NULL,324
237011,8859,NULL,NULL,NULL,22009,NULL,13925
237039,5275,NULL,NULL,NULL,12200,NULL,2971
237057,NULL,16483,NULL,NULL,54865,NULL,1525
237066,NULL,18555,NULL,NULL,45655,NULL,2337
237109,6180,NULL,NULL,NULL,12883,NULL,2587
237118,NULL,13431,NULL,NULL,33057,NULL,1032
237127,NULL,7118,NULL,NULL,NULL,12668,19
237136,NULL,11908,NULL,NULL,22543,NULL,204
237145,NULL,751,NULL,NULL,NULL,6177,36
237172,15256,NULL,NULL,NULL,16673,NULL,477
237181,NULL,19030,NULL,NULL,38226,NULL,690
237215,8005,NULL,NULL,NULL,14940,NULL,1708
237242,3420,NULL,NULL,NULL,9347,NULL,130
237303,NULL,5334,NULL,NULL,NULL,7877,121
237312,NULL,20368,NULL,NULL,32147,NULL,1373
237321,NULL,9151,NULL,NULL,NULL,12377,70
237330,8413,NULL,NULL,NULL,17146,NULL,2474
237358,NULL,15189,NULL,NULL,32812,NULL,866
237367,7598,NULL,NULL,NULL,14710,NULL,3856
237385,15307,NULL,NULL,NULL,19910,NULL,1413
237419,NULL,NULL,NULL,NULL,NULL,NULL,0
237437,NULL,7758,NULL,NULL,12916,NULL,682
237473,16177,NULL,NULL,NULL,NULL,21400,129
237491,2396,NULL,NULL,NULL,NULL,7021,27
237525,6395,NULL,NULL,NULL,16361,NULL,9098
237543,6408,NULL,NULL,NULL,NULL,12162,219
237552,NULL,23580,NULL,NULL,29813,NULL,121
237561,NULL,NULL,NULL,NULL,NULL,12815,84
237570,NULL,9911,NULL,NULL,NULL,15307,68
237598,NULL,15547,NULL,NULL,20493,NULL,153
237604,NULL,24727,NULL,NULL,NULL,30493,232
237613,NULL,11690,NULL,NULL,NULL,17589,96
237640,NULL,8981,NULL,NULL,27759,NULL,394
237686,7282,NULL,NULL,NULL,10490,NULL,3043
237701,5437,NULL,NULL,NULL,12344,NULL,1378
237729,5540,NULL,NULL,NULL,NULL,11620,124
237783,NULL,21611,NULL,NULL,28953,NULL,441
237792,6462,NULL,NULL,NULL,14846,NULL,3695
237817,3322,NULL,NULL,NULL,8919,NULL,1829
237844,6429,NULL,NULL,NULL,NULL,11500,120
237880,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237899,7032,NULL,NULL,NULL,13756,NULL,2195
237905,NULL,3944,NULL,NULL,NULL,6694,42
237932,9004,NULL,NULL,NULL,18406,NULL,2412
237950,5462,NULL,NULL,NULL,14465,NULL,1133
237969,NULL,16123,NULL,NULL,38796,NULL,1356
237978,NULL,21795,NULL,NULL,27271,NULL,147
237987,NULL,8944,NULL,NULL,16281,NULL,213
237996,NULL,17309,NULL,NULL,23764,NULL,291
238005,NULL,10624,NULL,NULL,NULL,15808,70
238014,2287,NULL,NULL,NULL,9151,NULL,1776
238032,7062,NULL,NULL,NULL,16898,NULL,22130
238078,NULL,15729,NULL,NULL,34213,NULL,1139
238096,906,NULL,NULL,NULL,NULL,8456,35
238166,NULL,9843,NULL,NULL,NULL,15620,121
238175,NULL,10032,NULL,NULL,NULL,15271,136
238193,NULL,13140,NULL,NULL,30496,NULL,1833
238263,7035,NULL,NULL,NULL,11611,NULL,12863
238324,NULL,NULL,NULL,NULL,NULL,NULL,285
238333,NULL,14737,NULL,NULL,48236,NULL,1244
238397,8503,NULL,NULL,NULL,12950,NULL,2637
238430,NULL,19874,NULL,NULL,37563,NULL,2680
238458,NULL,19648,NULL,NULL,37963,NULL,3024
238476,NULL,27740,NULL,NULL,44910,NULL,2874
238573,NULL,NULL,NULL,NULL,NULL,NULL,157
238616,NULL,18633,NULL,NULL,36660,NULL,4322
238661,NULL,17017,NULL,NULL,35645,NULL,1914
238722,6137,NULL,NULL,NULL,11361,NULL,7027
238759,7006,NULL,NULL,NULL,12354,NULL,7295
238786,NULL,7926,NULL,NULL,NULL,13272,113
238810,NULL,9510,NULL,NULL,NULL,14589,77
238892,NULL,22096,NULL,NULL,26613,NULL,448
238980,NULL,14931,NULL,NULL,32706,NULL,2449
239008,6954,NULL,NULL,NULL,11438,NULL,2255
239017,NULL,18005,NULL,NULL,50570,NULL,1517
239071,NULL,17429,NULL,NULL,23879,NULL,780
239080,NULL,15644,NULL,NULL,33656,NULL,1676
239105,NULL,18795,NULL,NULL,46649,NULL,8190
239132,NULL,12550,NULL,NULL,NULL,17600,89
239169,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239220,8360,NULL,NULL,NULL,12850,NULL,2619
239248,7949,NULL,NULL,NULL,13312,NULL,16172
239309,NULL,22378,NULL,NULL,40585,NULL,666
239318,NULL,15667,NULL,NULL,43747,NULL,2452
239372,8954,NULL,NULL,NULL,13941,NULL,3320
239390,NULL,10274,NULL,NULL,33166,NULL,811
239424,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239442,7009,NULL,NULL,NULL,11329,NULL,1123
239460,8859,NULL,NULL,NULL,13572,NULL,3632
239488,8291,NULL,NULL,NULL,12935,NULL,6675
239503,NULL,15011,NULL,NULL,24320,NULL,254
239512,NULL,13865,NULL,NULL,39123,NULL,546
239628,NULL,19686,NULL,NULL,40966,NULL,883
239637,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239716,NULL,15343,NULL,NULL,40204,NULL,2128
239743,NULL,13481,NULL,NULL,33274,NULL,299
239877,NULL,10266,NULL,NULL,NULL,15321,55
239910,6957,NULL,NULL,NULL,12299,NULL,1347
239929,NULL,15768,NULL,NULL,20915,NULL,1051
240055,6313,NULL,NULL,NULL,13105,NULL,11827
240107,NULL,11593,NULL,NULL,32956,NULL,2052
240116,8066,NULL,NULL,NULL,12925,NULL,4687
240125,8095,NULL,NULL,NULL,12781,NULL,5718
240170,8776,NULL,NULL,NULL,13010,NULL,4327
240189,7952,NULL,NULL,NULL,16107,NULL,10438
240198,8582,NULL,NULL,NULL,13235,NULL,2956
240213,NULL,NULL,NULL,NULL,NULL,NULL,NULL
240240,NULL,12911,NULL,NULL,NULL,14907,156
240268,8765,NULL,NULL,NULL,18066,NULL,10218
240277,8404,NULL,NULL,NULL,16878,NULL,5765
240329,9291,NULL,NULL,NULL,17896,NULL,9335
240338,NULL,13894,NULL,NULL,34192,NULL,1058
240365,8942,NULL,NULL,NULL,16935,NULL,10633
240374,6898,NULL,NULL,NULL,15218,NULL,4354
240392,NULL,18945,NULL,NULL,22668,NULL,2435
240417,9910,NULL,NULL,NULL,18192,NULL,8094
240426,9319,NULL,NULL,NULL,16953,NULL,2415
240444,8306,NULL,NULL,NULL,23718,NULL,29504
240453,12644,NULL,NULL,NULL,21203,NULL,21747
240462,9213,NULL,NULL,NULL,16824,NULL,7740
240471,9529,NULL,NULL,NULL,16682,NULL,5506
240480,9095,NULL,NULL,NULL,16427,NULL,9150
240505,1922,NULL,NULL,NULL,11383,NULL,2771
240514,2127,NULL,NULL,NULL,9735,NULL,1127
240596,7220,NULL,NULL,NULL,13006,NULL,771
240620,6475,NULL,NULL,NULL,11177,NULL,3517
240657,4251,NULL,NULL,NULL,10996,NULL,1624
240666,8078,NULL,NULL,NULL,12329,NULL,2108
240693,5520,NULL,NULL,NULL,9862,NULL,2792
240709,NULL,7682,NULL,NULL,NULL,11588,46
240718,NULL,28766,NULL,NULL,NULL,32923,1462
240727,8336,NULL,NULL,NULL,17652,NULL,9969
240736,2111,NULL,NULL,NULL,6410,NULL,1487
240745,4621,NULL,NULL,NULL,9919,NULL,2162
